Domain,Phylum,Class,Order,Family,Genus,OTU.rep,TARA_018_DCM_0.22-1.6,TARA_018_SRF_0.22-1.6,TARA_023_DCM_0.22-1.6,TARA_023_SRF_0.22-1.6,TARA_025_DCM_0.22-1.6,TARA_025_SRF_0.22-1.6,TARA_030_DCM_0.22-1.6,TARA_030_SRF_0.22-1.6,TARA_031_SRF_0.22-1.6,TARA_032_DCM_0.22-1.6,TARA_032_SRF_0.22-1.6,TARA_033_SRF_0.22-1.6,TARA_034_DCM_0.22-1.6,TARA_034_SRF_0.22-1.6,TARA_036_DCM_0.22-1.6,TARA_036_SRF_0.22-1.6,TARA_037_MES_0.22-1.6,TARA_038_DCM_0.22-1.6,TARA_038_MES_0.22-1.6,TARA_038_SRF_0.22-1.6,TARA_039_DCM_0.22-1.6,TARA_039_MES_0.22-1.6,TARA_041_DCM_0.22-1.6,TARA_041_SRF_0.22-1.6,TARA_042_DCM_0.22-1.6,TARA_042_SRF_0.22-1.6,TARA_045_SRF_0.22-1.6,TARA_048_SRF_0.22-1.6,TARA_004_DCM_0.22-1.6,TARA_004_SRF_0.22-1.6,TARA_052_DCM_0.22-1.6,TARA_052_SRF_0.22-1.6,TARA_007_DCM_0.22-1.6,TARA_007_SRF_0.22-1.6,TARA_009_DCM_0.22-1.6,TARA_009_SRF_0.22-1.6,TARA_100_DCM_0.22-3,TARA_100_MES_0.22-3,TARA_100_SRF_0.22-3,TARA_102_DCM_0.22-3,TARA_102_MES_0.22-3,TARA_102_SRF_0.22-3,TARA_109_DCM_0.22-3,TARA_109_MES_0.22-3,TARA_109_SRF_0.22-3,TARA_110_DCM_0.22-3,TARA_110_MES_0.22-3,TARA_110_SRF_0.22-3,TARA_111_DCM_0.22-3,TARA_111_MES_0.22-3,TARA_111_SRF_0.22-3,TARA_112_DCM_0.22-3,TARA_112_MES_0.22-3,TARA_112_SRF_0.22-3,TARA_122_DCM_0.22-3,TARA_122_MES_0.22-3,TARA_122_SRF_0.22-3,TARA_123_SRF_0.22-3,TARA_124_SRF_0.22-3,TARA_125_SRF_0.22-3,TARA_128_DCM_0.22-3,TARA_128_SRF_0.22-3,TARA_132_DCM_0.22-3,TARA_132_MES_0.22-3,TARA_132_SRF_0.22-3,TARA_133_DCM_0.22-3,TARA_133_MES_0.22-3,TARA_133_SRF_0.22-3,TARA_137_DCM_0.22-3,TARA_137_MES_0.22-3,TARA_137_SRF_0.22-3,TARA_138_DCM_0.22-3,TARA_138_MES_0.22-3,TARA_138_SRF_0.22-3,TARA_140_SRF_0.22-3,TARA_141_SRF_0.22-3,TARA_142_DCM_0.22-3,TARA_142_MES_0.22-3,TARA_142_SRF_0.22-3,TARA_145_MES_0.22-3,TARA_145_SRF_0.22-3,TARA_146_MES_0.22-3,TARA_146_SRF_0.22-3,TARA_148b_MES_0.22-3,TARA_148_SRF_0.22-3,TARA_149_MES_0.22-3,TARA_149_SRF_0.22-3,TARA_150_DCM_0.22-3,TARA_150_SRF_0.22-3,TARA_151_DCM_0.22-3,TARA_151_SRF_0.22-3,TARA_152_MES_0.22-3,TARA_152_SRF_0.22-3,TARA_056_MES_0.22-3,TARA_056_SRF_0.22-3,TARA_057_SRF_0.22-3,TARA_058_DCM_0.22-3,TARA_062_SRF_0.22-3,TARA_064_DCM_0.22-3,TARA_064_MES_0.22-3,TARA_064_SRF_0.22-3,TARA_065_DCM_0.22-3,TARA_065_MES_0.22-3,TARA_065_SRF_0.22-3,TARA_066_DCM_0.22-3,TARA_066_SRF_0.22-3,TARA_067_SRF_0.22-3,TARA_068_DCM_0.22-3,TARA_068_MES_0.22-3,TARA_068_SRF_0.22-3,TARA_070_MES_0.22-3,TARA_070_SRF_0.22-3,TARA_072_DCM_0.22-3,TARA_072_MES_0.22-3,TARA_072_SRF_0.22-3,TARA_076_DCM_0.22-3,TARA_076_MES_0.22-3,TARA_076_SRF_0.22-3,TARA_078_DCM_0.22-3,TARA_078_MES_0.22-3,TARA_078_SRF_0.22-3,TARA_082_DCM_0.22-3,TARA_082_SRF_0.22-3,TARA_084_SRF_0.22-3,TARA_085_DCM_0.22-3,TARA_085_MES_0.22-3,TARA_085_SRF_0.22-3,TARA_093_DCM_0.22-3,TARA_093_SRF_0.22-3,TARA_094_SRF_0.22-3,TARA_096_SRF_0.22-3,TARA_098_DCM_0.22-3,TARA_098_MES_0.22-3,TARA_098_SRF_0.22-3,TARA_099_SRF_0.22-3
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,Gammaproteobacteria(undef),HQ163255.1.1374,0,0.001496536,0,0,0.00206343,0,0,0.001045041,0,0,0,0,0.003483471,0.001540262,0.001996626,0,0.017371332,0.00199233,0.102107797,0,0.001405837,0.067707402,0,0,0,0,0,0,0.023049683,0.001097406,0,0,0.006439814,0,0.017705751,0,0,0.190578928,0,0,0.214352779,0,0,0.173396761,0,0,0.142644614,0,0,0.164654694,0,0,0.015757576,0,0,0.081043633,0,0,0,0,0,0.000972952,0.000958029,0.132116795,0,0.024930898,0.159502546,0,0.088848273,0.041922299,0,0,0.019833006,0,0,0,0,0.061130189,0,0.133215372,0.06657473,0.086949272,0,0.003155238,0,0.071339723,0.002492398,0,0,0.004799846,0.000813471,0.055863364,0.012998267,0.032404068,0,0,0,0,0,0.054778226,0,0.003219616,0.067776507,0.003256003,0.02537427,0.019890037,0.115792067,0.001780627,0.166346104,0.004401796,0.025409175,0,0,0.025715987,0,0,0.050306174,0,0,0.077547125,0,0.40553509,0.26128069,0.180546991,1.741516538,0.152507598,1.178813222,0.00536262,0.005608273,0,0,0,0.04081592,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Deltaproteobacteria(undef),Deltaproteobacteria(undef),HQ673228.1.1451,0,0.002244803,0,0.001231694,0.010317149,0,0.001267002,0,0.000802768,0.003143073,0,0,0.020900826,0,0,0,0.031847441,0,0.025526949,0,0,0.033214952,0.006550676,0.000986534,0,0,0,0,0.000698475,0.001097406,0,0,0,0,0.014581207,0,0.000970497,0.059331176,0,0.000890195,0.108062145,0,0,0.114387392,0,0.004662838,0.135643651,0,0.002677161,0.21243015,0,0.010346611,0.32,0,0.001066587,0.205659111,0,0,0,0,0,0,0.026824805,0.335168781,0,0,0.398351537,0,0.037231657,0.116092519,0,0.013118386,0.117014736,0,0,0,0.0009955,0.176198781,0.000913701,0.377274068,0.008321841,0.213204378,0.009304607,0.070466975,0.001694154,0.224994512,0.001661599,0.002528061,0.004852092,0.020159355,0.002440413,0.23169559,0.002166378,0.105574545,0,0,0,0.001437091,0.003099103,0.325539174,0.000535051,0.004507463,0.233828949,0,0.002537427,0.002841434,0,0,0.41153333,0,0.201521046,0,0,0.135347301,0,0.005873543,0.389439173,0,0.00113754,0.299451205,0,0.000619138,0,0,0.007015957,0.69012431,0,0,0,0,0,0.005479302,0.287702462,0,0
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,FukuN18 freshwater group,Spartobacteria(undef),GU940754.1.1275,0.056933362,0.054623546,0.096074147,0.153961744,0.054680891,0.114832105,0.0804546,0.126449995,0.039335629,0.040074177,0.034641632,0.041839193,0.020900826,0.052368924,0.099831285,0.081562155,0,0.04383125,0.005470061,0.071029934,0.028116741,0.003832494,0.035373651,0.087801509,0.049391427,0.110500629,0.069857074,0.105543549,0.041908514,0.08998727,0.070161681,0.093012976,0.057958322,0.081766149,0.082279668,0.113591533,0.041731366,0.005393743,0.106139778,0.066764588,0.001771511,0.094229138,0.054358377,0.004539182,0.03493165,0.049736938,0.016627286,0.065586058,0.041049804,0.002559399,0.098123497,0.046089451,0.002424242,0.090909091,0.045863242,0.012200117,0.087903547,0.063713452,0.06309192,0.085182174,0.079931861,0.071025491,0.013412403,0.00088669,0.130860478,0.076960598,0,0.058900699,0.001692348,0.003224792,0.076017041,0.016033583,0.00099165,0.098121292,0.087239685,0.068643069,0.08760403,0,0.06761387,0,0.016643683,0.004764344,0.044831291,0.009465713,0.048283398,0.000914612,0.051509563,0.049718542,0.042051465,0.081597389,0.085414464,0.001831586,0.036828423,0.010452925,0.131498891,0.111009793,0.118511993,0.096285119,0.064461345,0.001565092,0.056715428,0.063104483,0.001694413,0.087912088,0.038061406,0.099450183,0.007390983,0.026709402,0.000866386,0.023476245,0.001752357,0.048893778,0.054098459,0.032483352,0.068678698,0.051393498,0,0.074310387,0.055739458,0.005965163,0.050964503,0.021050676,0.013824375,0.006686926,0.002338652,0.001097177,0.001838066,0.06059761,0.059447697,0.103314679,0.019006126,0.046574066,0,0.058081646,0.057252306
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,Gammaproteobacteria(undef),EU802436.1.1350,0.060383869,0.067344098,0.037676136,0.049267758,0.048490601,0.039778442,0.05638157,0.036576445,0.05057438,0.042431481,0.057736054,0.064922886,0.010450413,0.083174173,0.043925765,0.055974028,0.002895222,0.038850426,0.007293414,0.056534029,0.025305067,0.010219985,0.043234462,0.070043901,0.059975304,0.108454321,0.097960495,0.221856848,0.050290216,0.039506606,0.069129892,0.088408373,0.051518508,0.058027589,0.040619076,0.032649063,0.06890528,0.013484358,0.188602221,0.043619531,0.005314532,0.061922005,0.040121659,0.003631346,0.052009346,0.069942569,0.023628249,0.106811581,0.067821416,0.007678198,0.153697866,0.046089451,0.003636364,0.094245204,0.034130785,0.017428738,0.117513162,0.050970761,0.101224399,0.07976149,0.08124222,0.107997665,0.029698892,0.006206829,0.080964037,0.014091377,0.004857946,0.027442371,0.009307914,0.011286773,0.08353521,0.039355158,0.003966601,0.216046882,0.050098037,0.053101242,0.053757018,0.000898973,0.090456394,0.002033822,0.036853868,0.004764344,0.048214784,0.01787968,0.066072019,0.004573059,0.087233936,0.053931978,0.095424477,0.051838341,0.080533637,0.001831586,0.021663778,0.009407633,0.135424231,0.105062839,0.069219394,0.071854566,0.064461345,0.004695277,0.084003039,0.11139873,0.005083238,0.081400081,0.030449125,0.045462941,0.004927322,0.023148148,0.014728561,0.023476245,0,0.039115023,0.058105752,0.043311136,0.066135043,0.058735426,0.005204087,0.069185533,0.035263739,0.008351229,0.052238616,0,0,0,0,0.003291531,0.000612689,0.017696647,0.034771295,0.088443627,0.103071682,0.067121449,0.00099551,0.080207988,0.123873171
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade OCT lineage,FJ545507.1.1456,0.062109122,0.059113153,0.205334941,0.100998904,0.095949487,0.077305273,0.077920597,0.024035949,0.019266431,0.057361076,0.039260517,0.047610116,0.085345038,0.024644199,0.023959508,0.04637848,0.000965074,0.089654829,0,0.043487715,0.078726874,0.001277498,0.100880411,0.027622947,0.102310813,0.047065083,0.018467962,0.02369345,0.148775224,0.061454721,0.061907366,0.036836822,0.051518508,0.072534487,0.107276022,0.035369819,0.106754658,0.013484358,0.063683867,0.139760538,0.005314532,0.067306527,0.063418107,0.013617547,0.045799275,0.085485363,0.030629212,0.090883538,0.115117929,0.008531331,0.084229904,0.054554861,0.001212121,0.021684737,0.067194983,0.017428738,0.035161419,0.013901117,0.052692153,0.054206838,0.04062111,0.036972174,0.133165998,0,0.022594615,0.089968023,0,0.069609917,0.006769392,0.001612396,0.044273661,0.093286301,0.00099165,0.026105665,0.024185259,0.047920633,0.053757018,0,0.036548038,0.001016911,0.083218413,0.003573258,0.109963543,0.027345393,0.076236944,0.000914612,0.099695927,0.076684532,0.084911611,0.096956897,0.087041406,0.000915793,0.180892548,0.00418117,0.030421385,0.014867383,0.038804812,0.020119279,0.038428879,0.003130184,0.055110274,0.079846489,0,0.084656085,0.129408779,0.103712333,0.041882237,0.060541311,0.002599158,0.055756082,0.001752357,0.066006601,0.080145865,0.005413892,0.020349244,0.027899327,0,0.039717621,0.085315497,0.001193033,0.025482252,0.000619138,0,0.00445795,0,0,0,0.111006242,0.131233596,0.085312879,0.070907469,0.09999726,0,0.053932957,0.062457061
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,Alphaproteobacteria(undef),EU799106.1.1438,0.103515204,0.112240164,0.163891191,0.375666654,0.072220044,0.273945871,0.101993627,0.341728498,0.020069199,0.018072668,0.015011374,0.01731277,0.005225206,0.030805249,0.057902145,0.049576996,0,0.015938636,0.001823354,0.043487715,0.019681718,0,0.023582434,0.037488285,0.012347857,0.023532541,0.023285691,0.042361016,0.055878018,0.151441991,0.022699368,0.03407406,0.130084233,0.246617255,0.169766909,0.237385898,0.022321429,0.000898957,0.09389288,0.064984199,0,0.055191352,0.03106193,0,0.02095899,0.025645609,0.007876083,0.042162466,0.025879224,0,0.066862914,0.013168415,0.001212121,0.035029191,0.018131979,0.008714369,0.061069832,0.032435939,0.022879487,0.042591087,0.03275896,0.02529675,0.011496345,0,0.092261344,0.257980597,0,0.210168402,0.000846174,0,0.044273661,0.027694371,0,0.033307228,0.033686611,0.033673958,0.040815514,0.000898973,0.027411028,0,0.067763565,0.001191086,0.019455088,0.004206984,0.032188932,0.000914612,0.024923982,0.042134358,0.042051465,0.081597389,0.11307248,0,0.047660312,0.00418117,0.04710408,0.047575625,0.073414509,0.061794927,0.03966852,0.001565092,0.022472151,0.022537315,0.000847206,0.039072039,0.06851053,0.069615128,0.071446169,0.016025641,0.000866386,0.013205388,0,0.034225645,0.014025526,0.014888203,0.034339349,0.011747085,0.001734696,0.025624271,0.022750799,0.003579098,0.025482252,0.03033774,0.015206813,0.006686926,0.000779551,0,0.001225378,0.206460885,0.245642372,0.273940438,0.033626223,0.020547382,0,0.027657927,0.045801845
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),Deferribacteres(undef),HQ672746.1.1512,0,0,0,0,0,0,0,0,0,0.002357305,0,0,0.001741735,0,0,0,0.028952219,0,0.005470061,0,0,0.002554996,0,0,0,0,0,0,0.000698475,0,0,0,0,0,0,0,0,0.010787487,0,0,0.246239969,0,0,0.290507662,0,0,0.089262274,0,0,0.228639679,0,0.001881202,0.332121212,0,0.002133174,0.357289134,0,0,0,0,0,0,0.002874086,0.417630942,0,0,0.304431256,0,0.002538522,0.05804626,0,0,0.038674362,0,0,0,0,0.376669843,0,0.184060933,0.002377669,0.402587039,0.000845873,0.102019352,0.000847077,0.439013683,0.000830799,0,0,0.001919939,0,0.381885617,0,0.292681907,0,0,0,0,0,0.460137102,0,0,0.41174228,0.001628002,0,0,0,0,0.264247717,0,0.106017594,0,0.002003647,0.096096584,0,0,0.214234912,0,0,0.225483178,0,0,0,0,0,0.012068947,0,0,0,0,0,0.001369825,0.367343282,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Alphaproteobacteria(undef),EU802678.1.1443,0.117317231,0.130946858,0.05274659,0.051731146,0.041268597,0.050285954,0.235028793,0.136900408,0.065826971,0.044003017,0.050807727,0.031740078,0.008708677,0.024644199,0.044924078,0.020790353,0.000965074,0.056781392,0.001823354,0.0304414,0.064668504,0.003832494,0.035373651,0.068070833,0.070559182,0.073667086,0.035330014,0.078978166,0.065656671,0.118519819,0.107306101,0.028548537,0.015455552,0.038245457,0.024996355,0.130596254,0.025232919,0.008989572,0.066133246,0.028486224,0.001771511,0.026922611,0.032356177,0.001815673,0.033379133,0.024868469,0.017502407,0.03560386,0.023202063,0.005118799,0.052100972,0.091238301,0.001212121,0.202668891,0.024531502,0.008714369,0.025908414,0.018534822,0.042292386,0.037944786,0.045862543,0.051566453,0.024908748,0.00177338,0.128977594,0.009755569,0.000809658,0.02074911,0.014384958,0.004837188,0.028401971,0.008745591,0,0.069315041,0.030231574,0.143761899,0.107514037,0.000898973,0.103248207,0.001016911,0.014266014,0.001191086,0.087970834,0.006310475,0.114355417,0.001829224,0.080587541,0.110392018,0.116450209,0.076797542,0.108191654,0.000915793,0.092071057,0.006271755,0.04710408,0.050549102,0.083902296,0.058920744,0.081816322,0,0.10219478,0.095944571,0.001694413,0.083028083,0.055823395,0.061090826,0,0.085470085,0,0.055756082,0.000876178,0.0440044,0.046083873,0.04060419,0.057232248,0.060203812,0,0.108903153,0.065977317,0.007158196,0.11339602,0.001238275,0,0.001485983,0,0,0,0.004826358,0.001121655,0.042265096,0.224418486,0.075340402,0.00099551,0.262750304,0.13324173
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,HQ672662.1.1448,0.045719215,0.04339953,0.022605682,0.003695082,0.044363741,0.00675483,0.029141036,0.010450413,0.017660895,0.029073422,0.023094422,0.03606827,0.118438012,0.040046824,0.012978067,0.012794064,0.094577249,0.018927131,0.113047918,0.020294267,0.029522578,0.05493242,0.108741222,0.01282494,0.063503263,0.022509387,0.016862052,0.014359667,0.053782593,0.021948115,0.051589472,0.011971967,0.009015739,0.006594044,0.029162414,0.01156321,0.113548137,0.111470694,0.005715219,0.015133307,0.097433081,0.002692261,0.012942471,0.065364224,0.021735249,0.051291218,0.073510108,0.028108311,0.14813625,0.073369449,0.015630292,0.079010488,0.098181818,0.05087573,0.082127201,0.05925771,0.024983113,0.009267411,0.021492852,0.029426569,0.023586451,0.017513135,0.081432445,0.062068293,0.010355865,0.003251856,0.085823705,0.001338652,0.07784801,0.085456993,0.024225211,0.129726263,0.112056484,0.014403125,0.028504055,0.012951522,0.078644527,0.07191787,0.073096076,0.078302165,0.039231537,0.088140358,0.121805771,0.096760623,0.157556352,0.110668032,0.107173122,0.088482152,0.074398745,0.056638188,0.052062149,0.107147763,0.066074523,0.085713987,0.030421385,0.019823177,0.030414582,0.048861105,0.040908161,0.101730992,0.080257681,0.065680176,0.083873427,0.076516077,0.065973103,0.039780073,0.002463661,0.067663818,0.092703297,0.063092408,0.042932745,0.0220022,0.158288084,0.04060419,0.030523866,0.04405157,0.065051087,0.010249709,0.085315497,0.096635648,0.038223377,0.000619138,0,0,0.000779551,0.073510857,0.000612689,0.001072524,0,0.006261496,0.013889092,0.146571327,0.069685717,0.008297378,0.02081902
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Alphaproteobacteria(undef),EU800350.1.1365,0.103515204,0.118226306,0.1940321,0.247570484,0.098012917,0.216154551,0.14443818,0.28634131,0.026491342,0.023573045,0.033486911,0.082235656,0.013933884,0.064691023,0.137767173,0.113547314,0,0.080689346,0.001823354,0.069580344,0.082944385,0,0.068127031,0.027622947,0.054683366,0.040926159,0.017665007,0.02369345,0.07753075,0.110837979,0.026826525,0.013813808,0.10947683,0.2532113,0.136438436,0.175488716,0.045613354,0,0.020411496,0.085458673,0.001771511,0.099613661,0.058241118,0.004539182,0.055114382,0.066834011,0.021878008,0.069333833,0.024986837,0.000853133,0.034733981,0.010346611,0.002424242,0.021684737,0.012799044,0.006971495,0.030534916,0.027802233,0.024266123,0.044139854,0.031448601,0.031134462,0.014370431,0.00088669,0.030126153,0.085632215,0.004048288,0.154614334,0.000846174,0.000806198,0.061816055,0.029151969,0.00099165,0.008101758,0.046643,0.090660657,0.026878509,0.001797947,0.012791813,0.004067645,0.067763565,0.003573258,0.035526683,0.004206984,0.035577241,0.004573059,0.044863167,0.071628409,0.066311925,0.077757512,0.089481819,0.003663171,0.111568458,0.00418117,0.0196267,0.026761289,0.059780386,0.033053101,0.029131569,0,0.02675256,0.040567168,0.003388825,0.06023606,0.096422228,0.115078068,0.068982508,0.039173789,0.00433193,0.039616163,0.001752357,0.036670334,0.022040113,0.017595149,0.024164727,0.013215471,0,0.008968495,0.051189298,0.003579098,0.040771603,0.021050676,0.01658925,0.007429917,0.006236407,0.003291531,0.011028398,0.06059761,0.107678848,0.122881853,0.092837615,0.01506808,0.003982041,0.060847439,0.043719943
Bacteria,Proteobacteria,Elev-16S-509,Elev-16S-509(undef),Elev-16S-509(undef),Elev-16S-509(undef),EU802260.1.1452,0.039680828,0.038161656,0.020721875,0.050499452,0.019602583,0.062294541,0.041177551,0.04911694,0.089107242,0.025144581,0.092377686,0.190440466,0.015675619,0.158647033,0.177699688,0.215899822,0,0.079693181,0,0.114517649,0.157453748,0,0.075987842,0.158831944,0.065267243,0.143241556,0.09555163,0.114159349,0.033526811,0.072428778,0.046430524,0.077357326,0.043790732,0.098910664,0.031245443,0.098627379,0.025232919,0.000898957,0.148595689,0.070325366,0,0.126536271,0.142367178,0,0.153699262,0.059062614,0.031504332,0.112433243,0.03034116,0.000853133,0.085098254,0.013168415,0.002424242,0.048373645,0.009599283,0.006971495,0.089754148,0.096149391,0.051998835,0.089828474,0.083862937,0.09048453,0.009580288,0,0.087554133,0.022762994,0,0.036812937,0,0.000806198,0.107760421,0.014575985,0,0.071115432,0.106242388,0.172255249,0.038824513,0,0.033806935,0,0.013077179,0,0.028759696,0.005258729,0.021176929,0.000914612,0.043201569,0.040448984,0.067929289,0.036478833,0.055316034,0.001831586,0.04982669,0.005226463,0.071637456,0.062443008,0.065024279,0.068980384,0.024173004,0.001565092,0.033708226,0.034771858,0,0.052096052,0.038061406,0.032676489,0.014781966,0.046296296,0,0.030812572,0,0.041559712,0.034061993,0.024362514,0.059775904,0.005873543,0,0.079435241,0.042088978,0.004772131,0.064979742,0.0049531,0.006912188,0.001485983,0.003118203,0,0.006126888,0.015015337,0.014581511,0.070441827,0.084796561,0.020547382,0,0.081590884,0.065579914
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Alphaproteobacteria(undef),Alphaproteobacteria(undef),EU802926.1.1368,0.043993962,0.053875279,0.032024716,0.083755189,0.038173452,0.054789174,0.045612057,0.067927683,0.073854651,0.033788031,0.084294639,0.121189387,0.017417355,0.064691023,0.074873464,0.091157703,0.002895222,0.072720028,0.001823354,0.084076248,0.078726874,0.002554996,0.094329735,0.089774577,0.0776151,0.105384859,0.12847278,0.137852799,0.02933596,0.039506606,0.084606733,0.084724691,0.055382396,0.088360193,0.037494532,0.070739637,0.038819876,0.002696872,0.099608099,0.040948947,0.005314532,0.087498486,0.059535365,0.007262692,0.060548194,0.048959799,0.017502407,0.047784128,0.050866062,0.007678198,0.095518448,0.030099233,0.001212121,0.049207673,0.037330546,0.016557301,0.087903547,0.075297716,0.06933178,0.103767375,0.074690428,0.061295972,0.018202546,0.006206829,0.071549614,0.033602515,0.007286918,0.046183502,0,0.001612396,0.050956478,0.043727954,0.004958252,0.076516604,0.053553074,0.068643069,0.080635527,0.009888707,0.037461739,0.005084556,0.04517571,0.003573258,0.04229367,0.015776188,0.038118472,0.007316895,0.039878371,0.053089291,0.02830387,0.039358741,0.055316034,0.002747379,0.042244367,0.025087021,0.074581461,0.071363438,0.090194968,0.104907667,0.063841524,0.006260369,0.079187578,0.039279321,0.003388825,0.102564103,0.071047957,0.071035845,0.019709288,0.048076923,0.006064702,0.02200898,0.001752357,0.036670334,0.050091166,0.033836825,0.080125148,0.024962556,0.004336739,0.061498251,0.047776678,0.007158196,0.093010218,0.022288951,0.037325813,0.035663603,0.020268321,0.005485885,0.046564348,0.011261503,0.019068129,0.088443627,0.16009006,0.019177557,0.003982041,0.125843567,0.117627464
Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,EF572504.1.1492,0.026741428,0.021699765,0.026373295,0.014780327,0.026824588,0.014260196,0.029141036,0.009405372,0.022477502,0.014143827,0.034641632,0.01731277,0.008708677,0.009241575,0.031946011,0.030385901,0.000965074,0.027892613,0,0.040588534,0.005623348,0,0.034063515,0.01282494,0.022931734,0.027625157,0.020073872,0.050258833,0.053084117,0.020850709,0.165086309,0.087487452,0.048942583,0.019782133,0.027079384,0.017684909,0.14072205,0.064724919,0.004898759,0.028486224,0.024801148,0.040383916,0.199314049,0.018156729,0.205708608,0.158536491,0.068259386,0.138667666,0.18115457,0.063131852,0.088571652,0.196585618,0.006060606,0.271893244,0.076794266,0.020914486,0.060144532,0.046337056,0.108157577,0.123901344,0.18607089,0.15567231,0.021076633,0.00354676,0.013180192,0.042274131,0.00323863,0.021418436,0.001692348,0.005643386,0.252276334,0.109319885,0.012891454,0.267358017,0.017275185,0.012951522,0.012941504,0.00269692,0.008223309,0.005084556,0.013077179,0.003573258,0.020300962,0.007362221,0.029647701,0.002743836,0.031570377,0.051403917,0.061459833,0.048958433,0.075652811,0.000915793,0.030329289,0.01672468,0.128554886,0.03469056,0.044048705,0.034490192,0.036569417,0.003130184,0.050294813,0.018673776,0.003388825,0.026048026,0.017761989,0.042621507,0.022172949,0.028490028,0.003465544,0.026410776,0.002628535,0.210243247,0.100182332,0.050078501,0.111920841,0.017620628,0.001734696,0.023061844,0.026163419,0.004772131,0.043319828,0.003095688,0.002764875,0,0,0.002194354,0,0.008043931,0.010094892,0.052440027,0.032164213,0.201364346,0.011946123,0.051167165,0.309162451
Bacteria,Cyanobacteria,Chloroplast,Chloroplast(undef),Chloroplast(undef),Chloroplast(undef),EF574684.1.1421,0.006901014,0.001496536,0.015070454,0.00615847,0.00412686,0.017262343,0,0,0.014449823,0.009429218,0.016166095,0.015870039,0.006966942,0.030805249,0.02795276,0.00799629,0,0.010957812,0,0.010147133,0.025305067,0,0.007860811,0.019730676,0.017639795,0.00511577,0.007226594,0.011487733,0.020954257,0.017558492,0.011349684,0.011971967,0.01416759,0.002637618,0.009373633,0.027887742,0.013586957,0,0.025310255,0.008011751,0.003543021,0.018845828,0.023296447,0.000907836,0.038812945,0.059839754,0.023628249,0.064649115,0.016062967,0,0.05557437,0.025396228,0,0.031693078,0.013865631,0.001742874,0.046265025,0.202724619,0.088744679,0.03639602,0.038000393,0.112862425,0.041195237,0,0.03295048,0.069372934,0.001619315,0.030119676,0,0,0.058474647,0.03789756,0.00099165,0.055812111,0.025049018,0.010361218,0.038824513,0.000898973,0.063959066,0.001016911,0.086784916,0,0.071053366,0,0.120284957,0,0.105511523,0.059830788,0.13666726,0.045118556,0.076466282,0,0.090987868,0.00836234,0.03532806,0.059469532,0.033560918,0.053172379,0.071279372,0.001565092,0.02675256,0.074051179,0,0.053724054,0.063435676,0.071035845,0.09854644,0.227920228,0,0.387358042,0.000876178,0.320254248,0.004007293,0.017595149,0.054688593,0.10131861,0.000867348,0.278023344,0.054601918,0.002386065,0.142700609,0.542364486,0.565416943,0.216953585,0.185533096,0.008777416,0.190546212,0.00536262,0.002243309,0.007044183,0.036550242,0.010958604,0,0.037338201,0.026023775
